date,value
2021-01-04,79.9965558257334
2021-01-05,77.71342854923822
2021-01-06,78.80976424651014
2021-01-07,79.90011574168462
2021-01-08,80.90514660213516
2021-01-11,78.85306585464981
2021-01-12,80.44114673893377
2021-01-13,79.5751264158276
2021-01-14,76.99565785452192
2021-01-15,76.22769850848086
2021-01-18,73.81131615860347
2021-01-19,75.02741208583947
2021-01-20,75.53880122529785
2021-01-21,73.65891351738358
2021-01-22,71.46759045569377
2021-01-25,69.7758719990077
2021-01-26,70.75246391327482
2021-01-27,68.27366278348393
2021-01-28,65.16033991325152
2021-01-29,66.2716548127831
2021-02-01,66.80768289273927
2021-02-02,67.16893418012178
2021-02-03,67.29373640340836
2021-02-04,66.90926863887903
2021-02-05,65.8400312852173
2021-02-08,67.2020011338886
2021-02-09,69.07343009761911
2021-02-10,68.15981481224334
2021-02-11,67.24386171090778
2021-02-12,68.99292073083501
2021-02-15,68.53807055008195
2021-02-16,70.77168989394107
2021-02-17,71.77231387661136
2021-02-18,70.74400667992465
2021-02-19,72.75371119271648
2021-02-22,73.77588175556969
2021-02-23,71.74291789220312
2021-02-24,71.48778080762982
2021-02-25,72.7890090594224
2021-02-26,72.30197558850982
2021-03-01,74.35605201547716
2021-03-02,74.98280727835179
2021-03-03,75.83613386038047
2021-03-04,74.69484990185383
2021-03-05,75.65130420891504
2021-03-08,75.81444463419744
2021-03-09,79.54099742146467
2021-03-10,79.44533964873804
2021-03-11,78.33894381538627
2021-03-12,76.78630557691909
2021-03-15,76.8154395770753
2021-03-16,80.42901971219986
2021-03-17,77.89872671004235
2021-03-18,79.73373404769924
2021-03-19,80.05220330417843
2021-03-22,78.81278093887133
2021-03-23,76.49823234417507
2021-03-24,76.84813625637075
2021-03-25,77.13230827009303
2021-03-26,74.118371987157
2021-03-29,75.56757471462575
2021-03-30,74.09383949883285
2021-03-31,75.98981653078434
2021-04-01,76.25481179886245
2021-04-02,77.20028874947597
2021-04-05,79.45348304856665
2021-04-06,80.49227451308839
2021-04-07,78.23470001375738
2021-04-08,75.30634843707087
2021-04-09,75.6522798888441
2021-04-12,75.18882059321743
2021-04-13,74.69180806356728
2021-04-14,74.42979154812505
2021-04-15,73.45638566102436
2021-04-16,73.27515421149315
2021-04-19,74.63071410501851
2021-04-20,73.20964470575609
2021-04-21,76.45926318523651
2021-04-22,75.8199601121996
2021-04-23,75.90676713897942
2021-04-26,77.31577701167238
2021-04-27,77.02578428491115
2021-04-28,78.13195822190123
2021-04-29,82.44129832611766
2021-04-30,82.15112434960392
2021-05-03,81.44249569774496
2021-05-04,80.31694222958689
2021-05-05,83.86899201644485
2021-05-06,83.71852816214742
2021-05-07,85.84361625987482
2021-05-10,84.17175857375635
2021-05-11,86.33258824793567
2021-05-12,86.48081321461022
2021-05-13,86.81061884872624
2021-05-14,90.18152674454988
2021-05-17,92.8255941788946
2021-05-18,94.31303478833709
2021-05-19,92.55266206181004
2021-05-20,92.18578844684475
2021-05-21,89.9443423335091
2021-05-24,91.0962687705385
2021-05-25,94.53358603943286
2021-05-26,92.26840588286696
2021-05-27,88.95034362290153
2021-05-28,87.02729563496956
2021-05-31,88.88071824876302
2021-06-01,88.0905434042128
2021-06-02,89.7371805345388
2021-06-03,88.89439937103222
2021-06-04,91.42337393242575
2021-06-07,91.328733393752
2021-06-08,87.36013876518952
2021-06-09,88.01554699906156
2021-06-10,88.5304136877363
2021-06-11,86.42160868532333
2021-06-14,87.05755483118732
2021-06-15,85.78162942538933
2021-06-16,85.83553786704647
2021-06-17,89.72805193002995
2021-06-18,91.29768249417607
2021-06-21,91.30178836474674
2021-06-22,91.0600383652194
2021-06-23,91.7672767952
2021-06-24,86.04745233773885
2021-06-25,86.48815034380178
2021-06-28,83.94597484441036
2021-06-29,83.10998338834592
2021-06-30,82.91531271490085
2021-07-01,83.86605477144846
2021-07-02,84.6376092128708
2021-07-05,83.02982533881325
2021-07-06,83.52219384525766
2021-07-07,86.3798497968393
2021-07-08,85.960226797414
2021-07-09,83.7632913875764
2021-07-12,82.97998586780714
2021-07-13,83.52894355426534
2021-07-14,85.58748393047225
2021-07-15,83.91996147974874
2021-07-16,84.88657301547748
2021-07-19,85.12174855199022
2021-07-20,85.94436527693686
2021-07-21,83.79001153360359
2021-07-22,85.40975755176437
2021-07-23,85.57074569314177
2021-07-26,84.90449727852832
2021-07-27,88.50376678000882
2021-07-28,89.03489691763698
2021-07-29,88.68533477746456
2021-07-30,87.13975849226297
2021-08-02,87.430111090354
2021-08-03,90.93045912629343
2021-08-04,86.891397466078
2021-08-05,86.4500072066714
2021-08-06,88.81520387149563
2021-08-09,82.32938669876566
2021-08-10,85.3042401101913
2021-08-11,85.62393717633672
2021-08-12,84.3902041454211
2021-08-13,83.46340684539736
2021-08-16,86.76624998667522
2021-08-17,85.32719943002839
2021-08-18,84.79119319866223
2021-08-19,84.97828337187103
2021-08-20,84.72410742373806
2021-08-23,84.93635730484331
2021-08-24,83.3860406351054
2021-08-25,82.41444122034747
2021-08-26,82.90664768955295
2021-08-27,82.5113709605889
2021-08-30,83.58970656395327
2021-08-31,83.00502050366748
2021-09-01,81.19354031837025
2021-09-02,80.89714515108223
2021-09-03,80.09478898029653
2021-09-06,82.6115367259329
2021-09-07,83.12745261694323
2021-09-08,82.11369805080759
2021-09-09,83.21049184501994
2021-09-10,83.40431165215833
2021-09-13,85.84852353869216
2021-09-14,85.85953554895175
2021-09-15,86.69668898569462
2021-09-16,86.83446810590988
2021-09-17,88.29578311919354
2021-09-20,91.1152885682621
2021-09-21,92.0768675412842
2021-09-22,91.09494246413766
2021-09-23,89.57698459005667
2021-09-24,88.87338448523832
2021-09-27,91.27861735356883
2021-09-28,89.77634878318767
2021-09-29,88.50110540116485
2021-09-30,89.70515259654287
2021-10-01,88.38313940026573
2021-10-04,87.2248394749872
2021-10-05,85.00883597125264
2021-10-06,85.9333000325368
2021-10-07,85.68320168462128
2021-10-08,83.34416752252199
2021-10-11,82.6938886814588
2021-10-12,85.99204211841582
2021-10-13,85.66943363957296
2021-10-14,84.80485519795768
2021-10-15,84.30915360923754
2021-10-18,83.68637710015035
2021-10-19,85.31972527592431
2021-10-20,86.69564513199647
2021-10-21,89.388627347618
2021-10-22,89.52779360222621
2021-10-25,90.8298459342811
2021-10-26,90.65654281841105
2021-10-27,88.03255636162595
2021-10-28,86.80505304223983
2021-10-29,87.05624949456744
2021-11-01,89.07171210291092
2021-11-02,88.94980490288168
2021-11-03,92.25432505418934
2021-11-04,91.34097588357332
2021-11-05,91.58694630243046
2021-11-08,91.08586185118568
2021-11-09,89.71157828867072
2021-11-10,87.516785318868
2021-11-11,86.83785117949039
2021-11-12,86.74721228250237
2021-11-15,85.65939167219919
2021-11-16,85.4463773854852
2021-11-17,87.36341668942548
2021-11-18,85.30848148177358
2021-11-19,87.68731878393278
2021-11-22,87.01263650631779
2021-11-23,85.70758386178649
2021-11-24,84.88337938178782
2021-11-25,82.8673609914951
2021-11-26,82.6366136392356
2021-11-29,83.75255578879005
2021-11-30,82.75660599151472
2021-12-01,83.54985772237481
2021-12-02,83.60756208439844
2021-12-03,86.73618766924945
2021-12-06,89.88941484091346
2021-12-07,91.43720197459565
2021-12-08,90.13030253147595
2021-12-09,88.67793544505965
2021-12-10,87.01283222510986
2021-12-13,86.364613554403
2021-12-14,87.33663468027548
2021-12-15,86.87157549813429
2021-12-16,88.10039618404325
2021-12-17,84.69113794598401
2021-12-20,85.8917183812581
2021-12-21,82.97930901726166
2021-12-22,84.04530211151929
2021-12-23,81.57616337402558
2021-12-24,83.55567866428395
2021-12-27,85.25619608486375
2021-12-28,83.12427419048666
2021-12-29,82.79273538623838
2021-12-30,82.21538653743728
2021-12-31,80.97913099325318
2022-01-03,78.73835463965274
2022-01-04,78.82461788755991
2022-01-05,77.73611613656605
2022-01-06,79.13621801429613
2022-01-07,80.39020088484139
2022-01-10,81.88674857430313
2022-01-11,81.65190191806697
2022-01-12,80.91646986800153
2022-01-13,79.01333254875846
2022-01-14,78.73462572215335
2022-01-17,78.8086417436859
2022-01-18,78.05475779971015
2022-01-19,77.67269130924811
2022-01-20,75.40439475160643
2022-01-21,77.59268439400905
2022-01-24,77.87445989767613
2022-01-25,80.25937432525276
2022-01-26,81.25156401795036
2022-01-27,81.81472365491085
2022-01-28,80.03050679025169
2022-01-31,80.459053191317
2022-02-01,78.46482179601328
2022-02-02,79.11559658907595
2022-02-03,79.5315698109401
2022-02-04,81.57172800407639
2022-02-07,83.90072086681127
2022-02-08,83.739395307044
2022-02-09,82.43932302143769
2022-02-10,88.11401533622619
2022-02-11,86.13250902633123
2022-02-14,84.6519868848645
2022-02-15,82.87180413163239
2022-02-16,82.9738546513687
2022-02-17,84.31463252464224
2022-02-18,82.59959886877701
2022-02-21,79.37942904053617
2022-02-22,80.5243237836957
2022-02-23,80.27036459982797
2022-02-24,81.6044428235851
2022-02-25,83.31677992512255
2022-02-28,81.8832784124601
2022-03-01,82.80328050051108
2022-03-02,82.04308404477104
2022-03-03,83.38183386227072
2022-03-04,82.36911558661038
2022-03-07,81.18906165117635
2022-03-08,80.34871734447476
2022-03-09,80.10792669502452
2022-03-10,80.00479539939181
2022-03-11,77.74227597759082
2022-03-14,76.61015920147108
2022-03-15,77.80095533875742
2022-03-16,78.06672549813182
2022-03-17,79.95808495263836
2022-03-18,78.35350334342041
2022-03-21,75.96861170513975
2022-03-22,77.31778869283228
2022-03-23,80.94733327628947
2022-03-24,77.84259287701708
2022-03-25,78.56872626777303
2022-03-28,76.17008718463487
2022-03-29,78.27678168750192
2022-03-30,77.70521696465114
2022-03-31,81.26267980201507
2022-04-01,82.7802967266503
2022-04-04,84.59716761249132
2022-04-05,87.65070790286939
2022-04-06,88.54273190978373
2022-04-07,90.83550337034714
2022-04-08,94.77011321857549
2022-04-11,94.96251811616281
2022-04-12,91.52224510178209
2022-04-13,90.1280327515049
2022-04-14,85.69886662203382
2022-04-15,84.38476459117574
2022-04-18,84.0921918374674
2022-04-19,86.31949279655494
2022-04-20,86.2852136892608
2022-04-21,84.94821165896754
2022-04-22,87.58319741833385
2022-04-25,88.99075642749297
2022-04-26,87.19918802674964
2022-04-27,87.22599329601455
2022-04-28,87.50109988460503
2022-04-29,88.3659709524566
2022-05-02,89.53142313016134
2022-05-03,86.61573271007748
2022-05-04,88.88357996352256
2022-05-05,87.36118173355693
2022-05-06,86.70998448085207
2022-05-09,87.96672228107295
2022-05-10,90.4264987722916
2022-05-11,90.38754585092637
2022-05-12,91.02228080356828
2022-05-13,91.58946219360922
2022-05-16,91.88583878661014
2022-05-17,93.80868562897979
2022-05-18,92.88861493357253
2022-05-19,93.37829028092662
2022-05-20,96.83568792190644
2022-05-23,94.22654112819907
2022-05-24,92.51685805981968
2022-05-25,90.58154692024111
2022-05-26,89.576447419936
2022-05-27,90.29155183779727
2022-05-30,90.12156626542078
2022-05-31,90.85876567317543
2022-06-01,92.53598073259137
2022-06-02,93.40956434569357
2022-06-03,95.91963727509376
2022-06-06,93.605883621688
2022-06-07,93.04813631832556
2022-06-08,93.35568530456503
2022-06-09,93.48689684043735
2022-06-10,93.58951647404075
