date,value
2021-01-04,84.30623162010167
2021-01-05,82.35995304165994
2021-01-06,84.45503688793282
2021-01-07,85.98387768142692
2021-01-08,86.41055352398453
2021-01-11,84.91444006520764
2021-01-12,86.99356828707053
2021-01-13,86.70878255234672
2021-01-14,83.88029401087525
2021-01-15,82.49292490037668
2021-01-18,80.48124131313324
2021-01-19,81.54187693640394
2021-01-20,82.41350985854919
2021-01-21,81.09956878386332
2021-01-22,78.91373716209635
2021-01-25,77.19280587036029
2021-01-26,78.41654462028808
2021-01-27,76.16046027778442
2021-01-28,73.00592091700003
2021-01-29,73.39104988733129
2021-02-01,72.86539336759303
2021-02-02,73.07292027699992
2021-02-03,72.6843563274931
2021-02-04,72.73636355542227
2021-02-05,70.95706706554908
2021-02-08,71.93505919807556
2021-02-09,73.03740456630648
2021-02-10,72.36249565279041
2021-02-11,71.34559038616337
2021-02-12,73.13286838966889
2021-02-15,72.406318020421
2021-02-16,74.17699875150797
2021-02-17,75.39963831355787
2021-02-18,73.9037143560745
2021-02-19,76.21701489889861
2021-02-22,76.16393270887399
2021-02-23,74.15589043920225
2021-02-24,74.00330503083944
2021-02-25,75.60201990590477
2021-02-26,74.9857713479275
2021-03-01,76.91767147951931
2021-03-02,76.91494651755622
2021-03-03,78.49202216045103
2021-03-04,77.39154458210679
2021-03-05,77.18659852835694
2021-03-08,76.93130535003878
2021-03-09,80.91637830904843
2021-03-10,80.60908337480025
2021-03-11,79.64838153836021
2021-03-12,77.54631910237673
2021-03-15,78.56897234002297
2021-03-16,82.0489918257609
2021-03-17,80.33630362985612
2021-03-18,81.24140431517608
2021-03-19,82.076977104304
2021-03-22,80.339620303393
2021-03-23,78.40097929176979
2021-03-24,79.9597683240815
2021-03-25,80.05425861862112
2021-03-26,77.34195744857604
2021-03-29,78.57205356922513
2021-03-30,76.2981328806047
2021-03-31,78.15376941508339
2021-04-01,78.6381467557453
2021-04-02,79.57696712259046
2021-04-05,82.33164304983192
2021-04-06,83.03173462135966
2021-04-07,80.87544578027916
2021-04-08,78.37404425340704
2021-04-09,79.00480141750586
2021-04-12,78.39276080968251
2021-04-13,78.01498294581145
2021-04-14,78.03428807660504
2021-04-15,77.820207825825
2021-04-16,77.31791620436786
2021-04-19,79.22250279704066
2021-04-20,77.57043122714305
2021-04-21,80.26708739872957
2021-04-22,80.34479139164259
2021-04-23,80.49456208361933
2021-04-26,82.58886302734571
2021-04-27,81.70567677494743
2021-04-28,82.36161578539335
2021-04-29,86.6954537553664
2021-04-30,86.7287931986755
2021-05-03,86.55403459726836
2021-05-04,85.72995757528543
2021-05-05,89.34090959098354
2021-05-06,88.95955171291057
2021-05-07,90.74165026444732
2021-05-10,90.16222093757169
2021-05-11,93.24537637359435
2021-05-12,92.2487620769824
2021-05-13,93.31455691808101
2021-05-14,96.74731483803225
2021-05-17,98.4970149957636
2021-05-18,100.95820986235431
2021-05-19,99.28753149504345
2021-05-20,99.84571525101501
2021-05-21,97.7647595680838
2021-05-24,99.4847137351284
2021-05-25,103.34000172051147
2021-05-26,102.8116598879463
2021-05-27,100.59903562965592
2021-05-28,97.99656451495758
2021-05-31,99.05708596006568
2021-06-01,98.30135931269814
2021-06-02,99.46353954895585
2021-06-03,97.91523098101003
2021-06-04,100.58229968554946
2021-06-07,99.24134182659517
2021-06-08,95.75038082086205
2021-06-09,96.39507289651968
2021-06-10,97.10854157153022
2021-06-11,94.49457468978714
2021-06-14,94.20668454683158
2021-06-15,93.2027221242706
2021-06-16,92.95254365098764
2021-06-17,96.85061799045785
2021-06-18,97.94517963182355
2021-06-21,97.82879124582702
2021-06-22,97.37807114002106
2021-06-23,97.40530745983378
2021-06-24,90.9087328073925
2021-06-25,92.56767476362425
2021-06-28,90.65315163592595
2021-06-29,89.60114188963803
2021-06-30,89.23470667027985
2021-07-01,90.67756782977449
2021-07-02,91.63196747178431
2021-07-05,90.68813976989277
2021-07-06,91.3485051532687
2021-07-07,93.93901074853694
2021-07-08,93.12930745925773
2021-07-09,91.76079168692635
2021-07-12,91.22907971607144
2021-07-13,91.71844844246885
2021-07-14,94.23526774603744
2021-07-15,93.76015886273854
2021-07-16,95.4296969166307
2021-07-19,95.22167397193313
2021-07-20,95.62309320989057
2021-07-21,93.4821944736869
2021-07-22,94.67058348593868
2021-07-23,95.71808689600473
2021-07-26,94.58833640707623
2021-07-27,97.66548799463712
2021-07-28,99.121844485004
2021-07-29,98.97440287225047
2021-07-30,98.41962168950285
2021-08-02,98.69800306320575
2021-08-03,101.32236021410012
2021-08-04,96.89604807776928
2021-08-05,96.64769280293444
2021-08-06,99.62307051647903
2021-08-09,93.18693581008283
2021-08-10,96.90927339263688
2021-08-11,96.75748330016967
2021-08-12,95.58861829981379
2021-08-13,95.58593352895647
2021-08-16,98.65464270522332
2021-08-17,97.07218682554421
2021-08-18,96.96442632329995
2021-08-19,97.56940713448301
2021-08-20,97.49770886215886
2021-08-23,98.41749970604354
2021-08-24,97.17193046820434
2021-08-25,96.10871854318869
2021-08-26,97.13372804892721
2021-08-27,97.65272534976721
2021-08-30,98.95688182497359
2021-08-31,98.0173059636397
2021-09-01,95.53702900939444
2021-09-02,94.75028471821648
2021-09-03,94.12702352528689
2021-09-06,96.43199791240133
2021-09-07,97.67981761169162
2021-09-08,96.98253797138103
2021-09-09,97.80163867903887
2021-09-10,97.6290377735383
2021-09-13,100.45855510834336
2021-09-14,101.52392844134194
2021-09-15,102.07091103981087
2021-09-16,101.7964123332078
2021-09-17,103.10530581612633
2021-09-20,106.57376544906533
2021-09-21,108.07053986626025
2021-09-22,106.67022227150778
2021-09-23,105.06699962897433
2021-09-24,103.67751057537187
2021-09-27,106.05545713921337
2021-09-28,104.97341740257632
2021-09-29,104.25743666074477
2021-09-30,104.52636708196229
2021-10-01,104.05036560460223
2021-10-04,102.04242987625246
2021-10-05,99.66695994871849
2021-10-06,100.61106240576473
2021-10-07,99.31114232001126
2021-10-08,96.81666776227385
2021-10-11,96.55238274278642
